,Any,Genere,Durada,Premis,Pop
721,1963,Comedy,118.0,Yes,73.0
722,1957,Action,109.0,No,84.0
723,1978,Action,111.0,No,53.0
724,1964,Drama,188.0,No,62.0
725,1961,Drama,172.0,No,10.0
726,1958,Drama,114.0,No,13.0
727,1953,Drama,92.0,No,54.0
728,1959,Drama,,No,54.0
729,1977,Drama,91.0,No,80.0
730,1977,Drama,105.0,Yes,80.0
731,1979,Action,112.0,No,52.0
732,1991,Drama,145.0,No,49.0
733,1990,Drama,,No,2.0
734,1991,Music,130.0,No,55.0
735,1992,Action,116.0,No,1.0
736,1986,Drama,141.0,No,56.0
737,1986,Action,94.0,No,75.0
738,1992,Comedy,98.0,No,55.0
739,1979,Action,85.0,No,17.0
740,1991,Drama,118.0,No,13.0
741,1943,Horror,64.0,No,83.0
742,1986,Drama,125.0,No,20.0
743,1991,Comedy,102.0,No,2.0
744,1962,Drama,150.0,No,80.0
745,1989,Drama,101.0,Yes,70.0
746,1990,Comedy,107.0,No,25.0
747,1988,Action,95.0,No,73.0
748,1979,Comedy,129.0,Yes,31.0
749,1983,Drama,132.0,Yes,32.0
750,1967,Comedy,99.0,No,36.0
751,1968,Comedy,,No,86.0
752,1990,Comedy,101.0,No,63.0
753,1970,Western,105.0,No,36.0
754,1992,Drama,84.0,No,71.0
755,1939,Drama,85.0,No,83.0
756,1988,Music,100.0,No,74.0
757,1991,Music,118.0,No,54.0
758,1992,Music,60.0,No,24.0
759,1991,Music,40.0,No,65.0
760,1990,Music,60.0,No,32.0
761,1987,Music,50.0,No,75.0
762,1990,Music,5.0,No,77.0
763,1991,Music,16.0,No,63.0
764,1988,Comedy,83.0,No,78.0
765,1986,Drama,103.0,No,9.0
766,1990,Drama,120.0,No,70.0
767,1974,Drama,124.0,Yes,50.0
768,1988,Action,85.0,No,33.0
769,1980,Drama,94.0,No,4.0
770,1949,War,110.0,No,72.0
771,1981,Horror,104.0,No,44.0
772,1989,Mystery,81.0,No,15.0
773,1955,Drama,92.0,No,70.0
774,1986,Drama,130.0,No,77.0
775,1986,War,130.0,No,61.0
776,1977,Comedy,110.0,Yes,6.0
777,1991,Drama,113.0,No,62.0
778,1981,Comedy,86.0,No,68.0
779,1991,Action,144.0,No,8.0
780,1992,Drama,101.0,No,38.0
781,1986,Drama,119.0,Yes,6.0
782,1986,Drama,119.0,Yes,20.0
783,1986,Comedy,,No,34.0
784,1989,Comedy,88.0,No,65.0
785,1980,Comedy,86.0,No,66.0
786,1989,Mystery,100.0,No,69.0
787,1992,Action,89.0,No,0.0
788,1990,Drama,92.0,No,28.0
789,1990,Comedy,110.0,No,18.0
790,1992,Comedy,95.0,No,71.0
791,1967,Action,81.0,No,27.0
792,1990,Western,181.0,Yes,8.0
793,1987,Drama,130.0,No,81.0
794,1988,Drama,120.0,Yes,41.0
795,1975,Action,130.0,No,69.0
796,1988,Drama,109.0,No,75.0
797,1991,Drama,98.0,No,6.0
798,1988,Drama,110.0,Yes,71.0
799,1989,Drama,109.0,No,30.0
800,1983,Comedy,101.0,No,2.0
801,1987,Fantasy,102.0,No,57.0
802,1986,Action,109.0,No,8.0
803,1985,Drama,112.0,No,59.0
804,1988,Mystery,111.0,No,6.0
805,1984,Drama,109.0,No,50.0
806,1983,Comedy,98.0,No,51.0
807,1988,Comedy,106.0,No,18.0
808,1965,Drama,199.0,No,26.0
809,1989,Drama,105.0,No,11.0
810,1981,Comedy,91.0,No,17.0
811,1957,Drama,89.0,No,47.0
812,1964,Drama,120.0,Yes,39.0
813,1975,Comedy,103.0,Yes,35.0
814,1988,Comedy,98.0,No,34.0
815,1990,Drama,117.0,No,3.0
816,1991,Drama,206.0,No,78.0
817,1991,Action,97.0,No,80.0
818,1991,Comedy,87.0,No,8.0
819,1987,War,118.0,No,3.0
820,1970,Drama,194.0,Yes,81.0
821,1973,Western,127.0,No,40.0
822,1962,Western,123.0,No,85.0
823,1989,Action,102.0,No,9.0
824,1988,Comedy,90.0,No,17.0
825,1960,Science Fiction,103.0,No,88.0
826,1972,Drama,128.0,Yes,59.0
827,1981,Comedy,97.0,Yes,79.0
828,1976,Drama,97.0,No,70.0
829,1977,Drama,137.0,No,8.0
830,1989,Horror,89.0,No,41.0
831,1980,Comedy,100.0,No,29.0
832,1991,Music,240.0,No,3.0
833,1950,Action,112.0,No,77.0
834,1992,Music,61.0,No,60.0
835,1953,Comedy,95.0,No,65.0
836,1983,Comedy,,No,27.0
837,1991,Comedy,94.0,No,25.0
838,1987,Action,109.0,No,25.0
839,1986,Comedy,94.0,No,61.0
840,1989,Comedy,110.0,No,51.0
841,1984,Comedy,102.0,No,10.0
842,1990,Science Fiction,127.0,Yes,6.0
843,1986,Drama,113.0,No,66.0
844,1982,Drama,107.0,No,73.0
845,1948,Comedy,89.0,No,35.0
846,1952,Drama,99.0,Yes,50.0
847,1974,Drama,117.0,No,66.0
848,1970,Western,99.0,No,29.0
849,1955,Drama,100.0,No,80.0
850,1988,Mystery,,No,48.0
851,1968,Comedy,90.0,No,33.0
852,1976,Drama,94.0,No,70.0
853,1987,Drama,86.0,No,45.0
854,1988,Drama,91.0,No,72.0
855,1974,Action,111.0,No,73.0
856,1941,Drama,85.0,No,38.0
857,1990,Drama,102.0,No,29.0
858,1940,Drama,105.0,No,88.0
859,1955,Mystery,100.0,No,28.0
860,1987,Drama,60.0,No,44.0
861,1963,Drama,112.0,Yes,2.0
862,1951,War,111.0,No,5.0
863,1987,Horror,83.0,No,50.0
864,1956,Drama,124.0,No,11.0
865,1992,Action,88.0,No,61.0
866,1970,Drama,91.0,No,75.0
867,1991,Drama,108.0,No,58.0
868,1988,Drama,83.0,No,27.0
869,1923,Western,57.0,No,
870,1980,Comedy,109.0,No,25.0
871,1991,Science Fiction,110.0,No,11.0
872,1989,Action,107.0,No,87.0
873,1991,Action,85.0,No,78.0
874,1986,Action,87.0,No,57.0
875,1987,Comedy,103.0,No,37.0
876,1990,Action,90.0,No,40.0
877,1950,Drama,93.0,No,65.0
878,1992,Drama,112.0,No,45.0
879,1958,Drama,128.0,No,10.0
880,1987,Comedy,91.0,No,47.0
881,1946,Mystery,93.0,No,25.0
882,1941,Western,57.0,No,85.0
883,1940,Western,57.0,No,87.0
884,1941,Western,56.0,No,85.0
885,1992,Drama,137.0,No,26.0
886,1950,Western,105.0,No,64.0
887,1957,Drama,107.0,No,29.0
888,1939,Drama,94.0,No,75.0
889,1971,Action,110.0,No,68.0
890,1992,Drama,153.0,No,74.0
891,1983,Drama,72.0,No,0.0
892,1952,Western,90.0,No,14.0
893,1969,Western,101.0,No,62.0
894,1953,Drama,79.0,No,26.0
895,1929,Drama,129.0,No,65.0
896,1978,Drama,126.0,No,40.0
897,1981,Horror,104.0,No,32.0
898,1986,Horror,98.0,No,47.0
899,1982,Action,92.0,No,67.0
900,1985,Drama,108.0,Yes,62.0
901,1955,Comedy,116.0,Yes,8.0
902,1969,Drama,127.0,Yes,72.0
903,1987,Drama,139.0,No,45.0
904,1969,Drama,114.0,No,39.0
905,1991,Drama,117.0,No,6.0
906,1993,Comedy,95.0,No,53.0
907,1988,Action,90.0,No,10.0
908,1976,Action,128.0,No,0.0
909,1986,Music,94.0,No,23.0
910,1984,Drama,95.0,No,75.0
911,1990,Drama,95.0,No,8.0
912,1986,Comedy,112.0,No,36.0
913,1984,Comedy,102.0,No,21.0
914,1992,Drama,100.0,No,88.0
915,1986,Comedy,89.0,No,47.0
916,1978,Comedy,88.0,No,27.0
917,1989,Comedy,122.0,No,12.0
918,1979,Comedy,94.0,No,22.0
919,1980,,180.0,No,75.0
920,1986,Comedy,107.0,No,12.0
921,1982,Music,115.0,No,64.0
922,1989,Comedy,104.0,No,8.0
923,1985,Adventure,121.0,No,68.0
924,1989,Drama,114.0,No,66.0
925,1985,Comedy,115.0,No,62.0
926,1991,Drama,124.0,No,3.0
927,1988,Mystery,116.0,No,50.0
928,1989,Action,74.0,No,87.0
929,1971,Drama,108.0,No,22.0
930,1973,Drama,106.0,No,83.0
931,1988,Drama,360.0,No,12.0
932,1927,Drama,78.0,No,31.0
933,1989,Horror,93.0,No,59.0
934,1990,Comedy,89.0,No,0.0
935,1962,Drama,119.0,No,39.0
936,1992,Mystery,121.0,No,28.0
937,1991,Action,88.0,No,59.0
938,1988,Comedy,94.0,No,80.0
939,1988,Mystery,96.0,No,9.0
940,1990,Mystery,95.0,No,88.0
941,1962,Mystery,123.0,No,77.0
942,1972,Comedy,105.0,No,42.0
943,1965,Comedy,108.0,No,83.0
944,1965,Comedy,108.0,No,46.0
945,1983,Comedy,98.0,No,8.0
946,1988,Comedy,90.0,No,9.0
947,1990,Drama,106.0,No,50.0
948,1988,Comedy,107.0,No,23.0
949,1988,Comedy,94.0,No,67.0
950,1989,Drama,94.0,No,7.0
951,1987,Drama,87.0,No,36.0
952,1992,Action,,No,45.0
953,1970,Drama,100.0,No,3.0
954,1990,Drama,93.0,No,6.0
955,1991,Comedy,119.0,No,6.0
956,1987,Drama,97.0,No,66.0
957,1987,Drama,103.0,No,35.0
958,1989,Drama,122.0,No,6.0
959,1949,Action,100.0,No,74.0
960,1974,Science Fiction,104.0,No,6.0
961,1989,Comedy,84.0,No,29.0
962,1988,Comedy,90.0,No,59.0
963,1986,Comedy,84.0,No,6.0
964,1991,Music,60.0,No,54.0
965,1977,Drama,100.0,Yes,75.0
966,1971,Drama,111.0,No,69.0
967,1984,Drama,90.0,No,73.0
968,1990,Comedy,97.0,No,28.0
969,1986,Comedy,104.0,No,88.0
970,1985,Drama,135.0,No,13.0
971,1993,Drama,104.0,No,80.0
972,1989,Drama,88.0,No,29.0
973,1987,Drama,153.0,No,6.0
974,1991,Mystery,102.0,No,5.0
975,1969,Action,135.0,No,66.0
976,1986,Drama,96.0,No,75.0
977,1987,Drama,90.0,No,49.0
978,1943,Western,60.0,No,27.0
979,1986,Comedy,98.0,No,11.0
980,1987,Comedy,93.0,No,73.0
981,1990,Comedy,119.0,No,43.0
982,1991,Drama,111.0,No,19.0
983,1991,Action,142.0,No,4.0
984,1940,Western,56.0,No,17.0
985,1992,Music,53.0,No,20.0
986,1990,Mystery,106.0,No,58.0
987,1986,Comedy,111.0,No,59.0
988,1992,Mystery,96.0,No,5.0
989,1951,Mystery,101.0,No,17.0
990,1979,Western,198.0,No,86.0
991,1991,Action,87.0,No,53.0
992,1980,Drama,92.0,No,80.0
993,1969,Western,110.0,Yes,29.0
994,1968,Action,121.0,No,22.0
995,1980,Action,92.0,No,35.0
996,1986,Mystery,120.0,No,6.0
997,1989,Comedy,110.0,No,28.0
998,1976,Comedy,90.0,Yes,24.0
999,1988,Drama,81.0,No,7.0
1000,1992,Drama,128.0,No,24.0
1001,1988,Drama,92.0,No,42.0
1002,1992,Drama,138.0,Yes,8.0
1003,1991,Comedy,98.0,No,75.0
1004,1958,Drama,167.0,No,10.0
1005,1988,Horror,89.0,No,79.0
1006,1990,Action,98.0,No,5.0
1007,1947,Western,96.0,No,84.0
1008,1990,Mystery,109.0,No,23.0
1009,1988,Drama,91.0,No,48.0
1010,1991,Action,110.0,No,26.0
1011,1939,Western,109.0,No,30.0
1012,1988,Comedy,81.0,No,24.0
1013,1987,Science Fiction,120.0,No,41.0
1014,1988,Action,97.0,No,4.0
1015,1990,Comedy,102.0,No,17.0
1016,1991,Drama,135.0,No,60.0
1017,1990,Comedy,98.0,No,41.0
1018,1972,Comedy,99.0,No,60.0
1019,1991,Mystery,135.0,No,20.0
1020,1966,Comedy,127.0,Yes,79.0
1021,1992,Drama,213.0,No,13.0
1022,1982,Drama,128.0,No,88.0
1023,1985,Mystery,96.0,No,86.0
1024,1971,Drama,90.0,Yes,42.0
1025,1974,Drama,105.0,No,20.0
1026,1973,Action,100.0,No,65.0
1027,1968,Drama,105.0,No,26.0
1028,1970,Drama,107.0,No,72.0
1029,1971,Drama,102.0,No,72.0
1030,1986,Comedy,103.0,No,12.0
1031,1986,Science Fiction,89.0,No,42.0
1032,1984,Drama,110.0,No,48.0
1033,1989,Drama,97.0,No,71.0
1034,1975,Music,105.0,No,59.0
1035,1968,Drama,360.0,Yes,80.0
1036,1992,Drama,96.0,No,79.0
1037,1991,Comedy,90.0,No,9.0
1038,1979,Comedy,90.0,No,46.0
1039,1991,Comedy,80.0,No,30.0
1040,1990,Comedy,83.0,No,27.0
1041,1990,Action,,No,1.0
1042,1975,Drama,118.0,No,32.0
1043,1973,Drama,127.0,No,28.0
1044,1987,Drama,155.0,No,72.0
1045,1924,Drama,95.0,No,74.0
1046,1966,Drama,102.0,No,69.0
1047,1986,Comedy,90.0,No,88.0
1048,1990,Action,,No,62.0
1049,1972,Comedy,100.0,Yes,4.0
1050,1986,Action,83.0,No,38.0
1051,1983,Drama,123.0,No,7.0
1052,1986,Comedy,82.0,No,54.0
1053,1971,Drama,118.0,Yes,62.0
1054,1988,Drama,93.0,No,58.0
1055,1981,Drama,115.0,No,20.0
1056,1976,Drama,90.0,Yes,78.0
1057,1988,Drama,103.0,No,13.0
1058,1936,Mystery,77.0,No,74.0
1059,1977,Drama,105.0,Yes,11.0
1060,1985,Comedy,56.0,No,86.0
1061,1954,Drama,110.0,No,22.0
1062,1960,Drama,185.0,Yes,67.0
1063,1955,Comedy,150.0,Yes,70.0
1064,1992,Drama,95.0,No,77.0
1065,1988,Comedy,116.0,No,11.0
1066,1963,Drama,93.0,Yes,36.0
1067,1987,Drama,99.0,No,3.0
1068,1986,Comedy,93.0,No,84.0
1069,1987,Comedy,110.0,No,5.0
1070,1965,Drama,128.0,Yes,37.0
1071,1988,Comedy,101.0,No,30.0
1072,1988,Drama,120.0,No,24.0
1073,1978,Comedy,103.0,Yes,11.0
1074,1986,Horror,97.0,No,40.0
1075,1985,Western,116.0,No,45.0
1076,1990,Drama,88.0,No,41.0
1077,1986,Comedy,90.0,No,29.0
1078,1985,Action,88.0,No,31.0
1079,1964,Comedy,101.0,No,51.0
1080,1979,Action,88.0,No,2.0
1081,1982,Drama,122.0,No,30.0
1082,1989,Action,99.0,No,20.0
1083,1987,Action,97.0,No,36.0
1084,1990,Action,,No,8.0
1085,1933,Drama,72.0,No,66.0
1086,1992,Action,95.0,No,25.0
1087,1985,Science Fiction,117.0,Yes,45.0
1088,1986,Comedy,96.0,No,10.0
1089,1993,Comedy,103.0,No,8.0
1090,1981,Science Fiction,111.0,No,7.0
1091,1967,Western,114.0,No,67.0
1092,1992,Mystery,123.0,No,41.0
1093,1990,Action,113.0,No,8.0
1094,1987,Comedy,115.0,No,13.0
1095,1992,Drama,104.0,No,36.0
1096,1967,Drama,85.0,No,64.0
1097,1987,Drama,135.0,No,32.0
1098,1979,Drama,,Yes,8.0
1099,1988,Mystery,,No,42.0
1100,1991,Comedy,112.0,No,75.0
1101,1978,Drama,183.0,Yes,82.0
1102,1984,Drama,106.0,No,31.0
1103,1986,Comedy,108.0,No,57.0
1104,1983,Drama,131.0,No,52.0
1105,1982,Drama,151.0,Yes,64.0
1106,1985,Drama,161.0,Yes,88.0
1107,1981,Drama,127.0,No,37.0
1108,1985,Drama,124.0,No,9.0
1109,1988,Drama,122.0,No,67.0
1110,1989,Comedy,99.0,No,43.0
1111,1992,Drama,103.0,No,61.0
1112,1991,Drama,28.0,No,36.0
1113,1970,Music,129.0,No,67.0
1114,1987,Drama,100.0,No,52.0
1115,1983,Music,134.0,No,46.0
1116,1968,Music,151.0,Yes,30.0
1117,1990,Drama,97.0,No,39.0
1118,1970,Drama,140.0,No,75.0
1119,1987,Drama,,No,41.0
1120,1941,Drama,117.0,No,2.0
1121,1984,Action,102.0,No,5.0
1122,1949,Drama,78.0,No,66.0
1123,1989,Drama,99.0,Yes,6.0
1124,1991,Drama,111.0,No,35.0
1125,1983,Drama,105.0,No,54.0
1126,1957,Drama,173.0,No,74.0
1127,1975,Drama,101.0,No,72.0
1128,1967,Drama,109.0,No,81.0
1129,1972,Drama,110.0,No,87.0
1130,1968,Drama,109.0,No,60.0
1131,1963,Drama,243.0,No,80.0
1132,1950,Comedy,,No,54.0
1133,1992,Drama,130.0,Yes,82.0
1134,1977,Music,110.0,No,61.0
1135,1956,Drama,201.0,Yes,61.0
1136,1985,Drama,94.0,No,62.0
1137,1943,Drama,90.0,No,79.0
1138,1993,Drama,76.0,No,26.0
1139,1972,Drama,108.0,No,80.0
1140,1991,Comedy,60.0,No,21.0
1141,1991,Drama,,No,21.0
1142,1973,Drama,99.0,No,54.0
1143,1991,Drama,117.0,No,13.0
1144,1931,Western,125.0,Yes,44.0
1145,1992,Western,83.0,No,32.0
1146,1984,Music,,No,60.0
1147,1988,Comedy,101.0,No,74.0
1148,1991,Action,95.0,No,66.0
1149,1935,Western,234.0,No,87.0
1150,1988,Music,60.0,No,85.0
1151,1980,Comedy,97.0,No,76.0
1152,1948,Western,127.0,No,4.0
1153,1937,Drama,100.0,No,78.0
1154,1987,Action,91.0,No,5.0
1155,1988,Comedy,85.0,Yes,44.0
1156,1983,Drama,91.0,No,65.0
1157,1987,Drama,93.0,No,16.0
1158,1990,Horror,87.0,No,33.0
1159,1985,Comedy,116.0,No,9.0
1160,1963,Drama,80.0,No,2.0
1161,1963,Drama,95.0,No,79.0
1162,1959,Drama,100.0,No,3.0
1163,1961,Drama,154.0,No,71.0
1164,1986,Comedy,99.0,No,41.0
1165,1989,Mystery,88.0,No,42.0
1166,1990,Action,110.0,No,7.0
1167,1989,Drama,109.0,No,51.0
1168,1986,Drama,221.0,No,53.0
1169,1941,Western,94.0,No,79.0
1170,1939,Drama,80.0,No,53.0
1171,1940,Western,95.0,No,52.0
1172,1986,Drama,103.0,No,62.0
1173,1989,War,84.0,No,57.0
1174,1985,Comedy,130.0,Yes,25.0
1175,1983,Comedy,90.0,No,68.0
1176,1984,Drama,101.0,No,4.0
1177,1985,Action,106.0,No,68.0
1178,1984,Action,106.0,No,83.0
1179,1988,Comedy,121.0,Yes,56.0
1180,1955,War,117.0,No,4.0
1181,1958,Drama,98.0,No,4.0
1182,1988,Comedy,90.0,No,56.0
1183,1986,Comedy,91.0,No,10.0
1184,1968,Science Fiction,139.0,No,83.0
1185,1966,Drama,81.0,Yes,81.0
1186,1973,Drama,,Yes,3.0
1187,1968,Drama,88.0,No,37.0
1188,1969,Drama,101.0,No,6.0
1189,1984,Drama,96.0,Yes,7.0
1190,1957,Drama,147.0,Yes,19.0
1191,1968,War,158.0,No,57.0
1192,1985,Drama,95.0,No,58.0
1193,1990,Action,88.0,No,30.0
1194,1973,Drama,,Yes,7.0
1195,1959,Drama,88.0,Yes,8.0
1196,1970,Drama,97.0,No,45.0
1197,1971,Mystery,102.0,No,47.0
1198,1981,Comedy,88.0,No,65.0
1199,1967,Drama,127.0,Yes,49.0
1200,1988,Horror,89.0,No,85.0
1201,1990,Science Fiction,85.0,No,75.0
1202,1991,Mystery,114.0,No,33.0
1203,1992,Adventure,121.0,No,39.0
1204,1986,Mystery,109.0,No,16.0
1205,1991,Comedy,104.0,No,64.0
1206,1988,Comedy,96.0,No,71.0
1207,1986,Science Fiction,137.0,No,82.0
1208,1992,Science Fiction,115.0,No,59.0
1209,1997,Science Fiction,109.0,No,60.0
1210,1979,Science Fiction,117.0,No,83.0
1211,1985,Comedy,97.0,No,64.0
1212,1984,Comedy,96.0,No,50.0
1213,1973,Drama,96.0,No,73.0
1214,1974,Action,82.0,No,84.0
1215,1972,Action,92.0,No,37.0
1216,1966,Mystery,101.0,No,70.0
1217,1967,Comedy,107.0,No,67.0
1218,1977,Action,120.0,No,86.0
1219,1969,Western,110.0,No,48.0
1220,1975,Drama,90.0,No,75.0
1221,1968,Western,106.0,No,9.0
1222,1973,Mystery,119.0,No,39.0
1223,1972,Drama,87.0,No,9.0
1224,1990,Music,,No,13.0
1225,1988,Drama,161.0,No,24.0
1226,1955,Drama,60.0,No,82.0
1227,1987,Science Fiction,88.0,No,74.0
1228,1966,Comedy,126.0,Yes,3.0
1229,1990,Action,92.0,No,46.0
1230,1987,Action,106.0,No,23.0
1231,1970,Comedy,91.0,No,62.0
1232,1989,Comedy,107.0,No,64.0
1233,1990,Drama,108.0,No,30.0
1234,1987,Horror,97.0,No,67.0
1235,1989,Comedy,93.0,No,43.0
1236,1974,Drama,114.0,Yes,59.0
1237,1973,Comedy,112.0,Yes,39.0
1238,1953,Music,96.0,No,67.0
1239,1980,Comedy,111.0,No,40.0
1240,1989,Comedy,91.0,No,47.0
1241,1956,Drama,83.0,No,51.0
1242,1973,Western,102.0,No,12.0
1243,1989,Horror,90.0,No,24.0
1244,1992,Drama,139.0,No,64.0
1245,1982,Drama,125.0,Yes,1.0
1246,1987,Mystery,101.0,No,54.0
1247,1986,Comedy,116.0,No,39.0
1248,1970,Action,90.0,No,17.0
1249,1965,Drama,106.0,No,51.0
1250,1955,Drama,109.0,No,23.0
1251,1977,Horror,90.0,No,62.0
1252,1968,Western,100.0,No,33.0
1253,1992,Drama,96.0,No,76.0
1254,1964,Westerns,102.0,No,61.0
1255,1985,Comedy,94.0,No,84.0
1256,1991,Comedy,160.0,No,88.0
1257,1956,Western,119.0,No,9.0
1258,1979,Action,105.0,No,5.0
1259,1955,Drama,111.0,No,82.0
1260,1961,Music,153.0,Yes,38.0
1261,1970,Comedy,110.0,No,68.0
1262,1966,Comedy,95.0,No,12.0
1263,1966,Comedy,104.0,No,6.0
1264,1987,Drama,134.0,No,68.0
1265,1989,Drama,117.0,No,57.0
1266,1968,Drama,102.0,No,32.0
1267,1961,Drama,98.0,No,54.0
1268,1960,Drama,135.0,No,3.0
1269,1993,Drama,,No,29.0
1270,1991,Drama,144.0,No,49.0
1271,1943,Drama,108.0,No,32.0
1272,1950,Drama,85.0,No,27.0
1273,1950,Mystery,110.0,No,72.0
1274,1947,Drama,103.0,No,4.0
1275,1975,Action,93.0,No,85.0
1276,1949,Drama,90.0,No,57.0
1277,1987,Mystery,103.0,No,69.0
1278,1993,Drama,75.0,No,0.0
1279,1947,Drama,87.0,No,17.0
1280,1990,Science Fiction,92.0,No,18.0
1281,1953,Action,94.0,No,71.0
1282,1954,Western,91.0,No,78.0
1283,1977,Drama,146.0,No,84.0
1284,1979,Comedy,119.0,No,10.0
1285,1954,Drama,30.0,No,
1286,1987,Drama,100.0,No,73.0
1287,1966,Mystery,103.0,No,34.0
1288,1962,War,183.0,No,7.0
1289,1986,Drama,128.0,No,8.0
1290,1988,Action,92.0,No,78.0
1291,1986,Horror,85.0,No,8.0
1292,1988,Drama,138.0,Yes,14.0
1293,1981,Drama,118.0,No,84.0
1294,1991,Comedy,102.0,No,32.0
1295,1987,Drama,164.0,Yes,1.0
1296,1962,Drama,100.0,No,35.0
1297,1983,Drama,90.0,No,72.0
1298,1989,Drama,91.0,No,35.0
1299,1991,Action,105.0,No,72.0
1300,1963,Comedy,113.0,No,38.0
1301,1961,Western,141.0,No,26.0
1302,1937,Comedy,61.0,No,83.0
1303,1987,Drama,94.0,No,68.0
1304,1936,Comedy,87.0,No,4.0
1305,1991,Action,114.0,No,16.0
1306,1931,Drama,87.0,No,60.0
1307,1979,Action,95.0,No,68.0
1308,1984,Action,90.0,No,45.0
1309,1979,Drama,153.0,No,8.0
1310,1990,Drama,94.0,No,7.0
1311,1963,Horror,81.0,No,88.0
1312,1963,Horror,86.0,No,85.0
1313,1975,Horror,87.0,No,21.0
1314,1986,Drama,97.0,No,63.0
1315,1991,Comedy,87.0,No,24.0
1316,1979,Comedy,87.0,No,47.0
1317,1987,Drama,119.0,Yes,7.0
1318,1986,Comedy,91.0,No,16.0
1319,1989,Drama,90.0,No,75.0
1320,1990,Action,94.0,No,10.0
1321,1984,Drama,130.0,No,25.0
1322,1974,Music,89.0,No,31.0
1323,1975,Western,94.0,No,76.0
1324,1982,Action,136.0,No,64.0
1325,1987,Action,91.0,No,82.0
1326,1993,Comedy,,No,29.0
1327,1966,Comedy,107.0,No,40.0
1328,1990,Western,86.0,No,1.0
1329,1945,War,135.0,No,88.0
1330,1991,Drama,125.0,No,46.0
1331,1949,Western,59.0,No,1.0
1332,1949,Western,60.0,No,8.0
1333,1949,Western,60.0,No,31.0
1334,1950,Western,60.0,No,6.0
1335,1948,Western,59.0,No,72.0
1336,1948,Western,60.0,No,18.0
1337,1948,Western,59.0,No,61.0
1338,1968,Comedy,73.0,No,8.0
1339,1983,Comedy,112.0,No,54.0
1340,1971,Drama,104.0,Yes,88.0
1341,1985,Action,114.0,No,70.0
1342,1961,Drama,113.0,No,77.0
1343,1983,Comedy,69.0,No,6.0
1344,1984,Comedy,77.0,No,36.0
1345,1958,Comedy,83.0,No,54.0
1346,1982,Drama,111.0,No,53.0
1347,1989,Drama,150.0,No,75.0
1348,1988,Drama,84.0,No,50.0
1349,1953,Action,92.0,No,3.0
1350,1960,Western,122.0,No,31.0
1351,1966,Action,76.0,No,70.0
1352,1966,Western,82.0,No,26.0
1353,1970,Western,93.0,No,26.0
1354,1953,Drama,95.0,No,63.0
1355,1935,Science Fiction,88.0,No,8.0
1356,1969,Mystery,126.0,No,12.0
1357,1930,Mystery,95.0,No,50.0
1358,1954,Mystery,123.0,No,52.0
1359,1937,Mystery,80.0,No,43.0
1360,1976,Horror,95.0,No,88.0
1361,1981,Drama,124.0,Yes,6.0
1362,1982,Comedy,81.0,No,81.0
1363,1975,Drama,129.0,No,6.0
1364,1981,Drama,117.0,No,39.0
1365,1970,War,146.0,No,84.0
1366,1989,Mystery,109.0,No,63.0
1367,1990,Drama,96.0,No,30.0
1368,1985,Comedy,82.0,No,41.0
1369,1986,Comedy,107.0,No,49.0
1370,1984,Drama,141.0,Yes,6.0
1371,1992,Action,85.0,No,25.0
1372,1979,Comedy,94.0,No,11.0
1373,1983,Comedy,107.0,No,33.0
1374,1971,Action,121.0,No,7.0
1375,1945,Western,82.0,No,27.0
1376,1952,Drama,112.0,Yes,86.0
1377,1968,War,133.0,No,36.0
1378,1990,Action,90.0,No,84.0
1379,1937,Mystery,71.0,No,45.0
1380,1956,War,106.0,No,84.0
1381,1974,Drama,121.0,Yes,64.0
1382,1971,Science Fiction,138.0,Yes,83.0
1383,1991,War,117.0,No,45.0
1384,1943,Drama,82.0,No,85.0
1385,1991,Drama,97.0,No,50.0
1386,1946,Drama,110.0,No,31.0
1387,1960,Drama,152.0,No,65.0
1388,1951,Drama,166.0,No,40.0
1389,1951,Drama,83.0,Yes,59.0
1390,1962,Mystery,96.0,No,6.0
1391,1955,Drama,200.0,No,9.0
1392,1957,Drama,110.0,No,60.0
1393,1961,Action,110.0,No,60.0
1394,1980,Drama,161.0,Yes,74.0
1395,1952,Drama,134.0,No,36.0
1396,1987,Action,90.0,No,26.0
1397,1986,Action,90.0,No,
1398,1926,Science Fiction,139.0,No,49.0
1399,1946,Mystery,106.0,No,55.0
1400,1920,Drama,137.0,No,29.0
1401,1954,Drama,90.0,No,27.0
1402,1928,Drama,130.0,No,49.0
1403,1933,Drama,120.0,No,4.0
1404,1991,Drama,95.0,No,48.0
1405,1990,Drama,129.0,No,78.0
1406,1989,Drama,30.0,No,35.0
1407,1989,Comedy,55.0,No,6.0
1408,1991,Westerns,130.0,No,34.0
1409,1944,War,139.0,No,45.0
1410,1982,Drama,93.0,No,23.0
1411,1974,Action,109.0,No,63.0
1412,1987,Comedy,120.0,No,37.0
1413,1945,Drama,94.0,No,76.0
1414,1969,Music,161.0,No,46.0
1415,1964,Comedy,105.0,No,16.0
1416,1976,Action,92.0,No,25.0
1417,1984,Action,83.0,No,34.0
1418,1987,War,85.0,No,37.0
1419,1944,War,100.0,No,35.0
1420,1988,Drama,75.0,No,32.0
1421,1978,Horror,90.0,No,2.0
1422,1955,Comedy,87.0,No,28.0
1423,1957,Drama,97.0,No,12.0
1424,1971,Comedy,88.0,No,44.0
1425,1984,Action,92.0,No,17.0
